cruise,cast,niskin,replicate_chl,vol_filtered,filter_size,Fs,r,fo,fa,blank,fo_blank,fa_blank,chl,phaeo
en668,18',21-22-23-24',c,152,>0&<200,0.249288405,2.052152809,24.6,13.7,0.2055,24.3945,13.4765,0.209548091003718,0.0625945238801086
en668,18',21-22-23-24',a,152,>10&<200,0.249288405,2.052152809,2.81,1.95,0.2055,2.6045,1.7265,0.0168513669079744,0.0180133401448157
en668,18',21-22-23-24',b,152,>10&<200,0.249288405,2.052152809,1.85,1.16,0.2055,1.6445,0.9365,0.0135885737708951,0.00532298032985094
en668,18',21-22-23-24',c,152,>10&<200,0.249288405,2.052152809,2.09,1.33,0.2055,1.8845,1.1065,0.0149320768273395,0.00741243423777045
en668,18',9-10-12',a,152,>0&<200,0.249288405,2.052152809,393,227,0.2055,392.7945,226.7765,3.18636700606844,1.3931269058673
en668,18',9-10-12',b,152,>0&<200,0.249288405,2.052152809,401,222,0.2055,400.7945,221.7765,3.43587471655098,1.04264987290348
en668,18',9-10-12',c,152,>0&<200,0.249288405,2.052152809,416,239,0.2055,415.7945,238.7765,3.39748891493828,1.42433137095257
en668,18',9-10-12',a,152,>10&<200,0.249288405,2.052152809,187,93.7,0.2055,186.7945,93.4765,1.79104311744687,0.0966086571376279
en668,18',9-10-12',b,152,>10&<200,0.249288405,2.052152809,168,83.5,0.2055,167.7945,83.2765,1.622145590351,0.0595287663716631
en668,18',9-10-12',c,152,>10&<200,0.249288405,2.052152809,177,88.9,0.2055,176.7945,88.6765,1.69124003325386,0.0994811917486022
en668,15',10-11',a,152,>0&<200,0.249288405,2.052152809,160,96.2,0.269,159.731,95.979,1.22358581220636,0.714601108280028
en668,15',10-11',b,152,>0&<200,0.249288405,2.052152809,140,96.8,0.269,139.731,96.579,0.82821205559557,1.12209118358857
en668,15',10-11',c,152,>0&<200,0.249288405,2.052152809,152,96.2,0.269,151.731,95.979,1.07004260575557,0.868144314730819
en668,15',10-11',a,152,>10&<200,0.249288405,2.052152809,46.1,24.1,0.269,45.831,23.879,0.421322558500972,0.0608867318051823
en668,15',10-11',b,152,>10&<200,0.249288405,2.052152809,47.3,24.6,0.269,47.031,24.379,0.434757589065416,0.0575486334888674
en668,15',10-11',c,152,>10&<200,0.249288405,2.052152809,46.3,27.9,0.269,46.031,27.679,0.352228115598116,0.20671785979382
en668,15',21-22-23-24',a,152,>0&<200,0.249288405,2.052152809,15.1,9.05,0.269,14.831,8.829,0.115195790639706,0.0630958389977591
en668,15',21-22-23-24',b,152,>0&<200,0.249288405,2.052152809,17.3,9.81,0.269,17.031,9.589,0.142833567800849,0.050805398853773
en668,15',21-22-23-24',c,152,>0&<200,0.249288405,2.052152809,15.2,9.77,0.269,14.931,9.549,0.10329619213977,0.0895350199350015
en668,15',21-22-23-24',a,152,>10&<200,0.249288405,2.052152809,3,1.67,0.269,2.731,1.449,0.0246052988337393,0.00465561082133908
en668,15',21-22-23-24',b,152,>10&<200,0.249288405,2.052152809,2.91,1.61,0.269,2.641,1.389,0.0240295118095489,0.00401976597575405
en668,15',21-22-23-24',c,152,>10&<200,0.249288405,2.052152809,2.99,1.64,0.269,2.721,1.419,0.0249891568498663,0.00366593687032434
en668,11',9-10',a,152,>0&<200,0.249288405,2.052152809,162,95.4,0.2595,161.7405,95.0705,1.27959069675928,0.640250097832251
en668,11',9-10',b,152,>0&<200,0.249288405,2.052152809,147,91.6,0.2595,146.7405,91.2705,1.06463020772818,0.778473901777577
en668,11',9-10',c,152,>0&<200,0.249288405,2.052152809,160,97.5,0.2595,159.7405,97.1705,1.20089980345325,0.761348106580424
en668,11',9-10',a,152,>10&<200,0.249288405,2.052152809,9.81,7.23,0.2595,9.5505,6.9005,0.0508611871368247,0.0884865748196064
en668,11',9-10',b,152,>10&<200,0.249288405,2.052152809,25.3,14.8,0.2595,25.0405,14.4705,0.202868961523108,0.0893463546699989
en668,11',9-10',c,152,>10&<200,0.249288405,2.052152809,18.5,14.3,0.2595,18.2405,13.9705,0.08195368644311,0.200164697501868
en668,11',15-16',a,152,>0&<200,0.249288405,2.052152809,38.2,25.2,0.2595,37.9405,24.8705,0.250851213538981,0.251380293415214
en668,11',15-16',b,152,>0&<200,0.249288405,2.052152809,38.7,25,0.2595,38.4405,24.6705,0.264286244103425,0.233906489951518
en668,11',15-16',c,152,>0&<200,0.249288405,2.052152809,37.9,25.4,0.2595,37.6405,25.0705,0.241254763135806,0.26501551671764
en668,11',15-16',a,152,>10&<200,0.249288405,2.052152809,7.17,4.41,0.2595,6.9105,4.0805,0.0543159092819675,0.0280851547950149
en668,11',15-16',b,152,>10&<200,0.249288405,2.052152809,7.18,4.42,0.2595,6.9205,4.0905,0.0543159092819675,0.0282870934399775
en668,11',15-16',c,152,>10&<200,0.249288405,2.052152809,8.03,4.96,0.2595,7.7705,4.6305,0.0602657085319357,0.0332419810179889
en668,11',21-22-23-24',a,152,>0&<200,0.249288405,2.052152809,18.7,11.2,0.2595,18.4405,10.8705,0.145290259104062,0.0742271449025155
en668,11',21-22-23-24',b,152,>0&<200,0.249288405,2.052152809,18.5,10.9,0.2595,18.2405,10.5705,0.147209549184696,0.0662496954730031
en668,11',21-22-23-24',c,152,>0&<200,0.249288405,2.052152809,18.8,11.9,0.2595,18.5405,11.5705,0.133774518620252,0.0998785905337057
en668,11',21-22-23-24',a,152,>10&<200,0.249288405,2.052152809,2.9,1.68,0.2595,2.6405,1.3505,0.0247588420401901,0.00251297196200683
en668,11',21-22-23-24',b,152,>10&<200,0.249288405,2.052152809,2.1,1.29,0.2595,1.8405,0.9605,0.0168897527095871,0.00250645413906912
en668,11',21-22-23-24',c,152,>10&<200,0.249288405,2.052152809,2.9,1.71,0.2595,2.6405,1.3805,0.0241830550159997,0.00369457492108506
at46,1',16-17-24',a,152,>0&<200,0.86449403,2.136277206,143,77.2,1.075,141.925,76.16,4.21927465918203,1.33278600685008
at46,1',16-17-24',b,152,>0&<200,0.86449403,2.136277206,142,75.8,1.075,140.925,74.76,4.24493739564782,1.20506333167046
at46,1',16-17-24',c,152,>0&<200,0.86449403,2.136277206,141,77.4,1.075,139.925,76.36,4.07812960862017,1.48851104865677
at46,1',16-17-24',a,152,>10&<200,0.86449403,2.136277206,71.1,34.5,1.075,70.025,33.46,2.34589489717921,0.0933376380812205
at46,1',16-17-24',b,152,>10&<200,0.86449403,2.136277206,70.3,37.5,1.075,69.225,36.46,2.10209890075419,0.555833503178727
at46,1',16-17-24',c,152,>10&<200,0.86449403,2.136277206,93.4,46.8,1.075,92.325,45.76,2.98746330882401,0.348438687993601
at46,17',17-18-19',a,152,>0&<200,0.86449403,2.136277206,375,189,0.9305,374.0695,188.0525,11.9342631228931,1.77475589495098
at46,17',17-18-19',b,152,>0&<200,0.86449403,2.136277206,325,170,0.9305,324.0695,169.0525,9.94540104679419,2.3785188027908
at46,17',17-18-19',c,152,>0&<200,0.86449403,2.136277206,304,171,0.9305,303.0695,170.0525,8.53395054117563,3.86286926463352
at46,17',17-18-19',a,152,>10&<200,0.86449403,2.136277206,184,107,0.9305,183.0695,106.0525,4.94116743596475,2.79005517149809
at46,17',17-18-19',b,152,>10&<200,0.86449403,2.136277206,255,133,0.9305,254.0695,132.0525,7.82822528836635,1.79839618092468
at46,17',17-18-19',c,152,>10&<200,0.86449403,2.136277206,238,127,0.9305,237.0695,126.0525,7.12250003555707,2.06672169638899
at46,16',15-16-17-18',a,152,>0&<200,0.86449403,2.136277206,155,83.3,0.959,154.041,82.324,4.60113617779301,1.40027981840483
at46,16',15-16-17-18',b,152,>0&<200,0.86449403,2.136277206,157,81.6,0.959,156.041,80.624,4.83851649010159,1.03896958051518
at46,16',15-16-17-18',c,152,>0&<200,0.86449403,2.136277206,162,82.1,0.959,161.041,81.124,5.12722227534174,0.786713773387097
at46,16',15-16-17-18',a,152,>10&<200,0.86449403,2.136277206,123,65.2,0.959,122.041,64.224,3.70935608560674,0.972570702933783
at46,16',15-16-17-18',b,152,>10&<200,0.86449403,2.136277206,126,64,0.959,125.041,63.024,3.97881481849755,0.615632022573974
at46,16',15-16-17-18',c,152,>10&<200,0.86449403,2.136277206,128,63.6,0.959,127.041,62.624,4.13279123729231,0.432495621289558
at46,2',22-23',a,152,>0&<200,0.86449403,2.136277206,76.1,39.3,0.9715,75.1285,38.2905,2.36340971481711,0.427966058984127
at46,2',22-23',b,152,>0&<200,0.86449403,2.136277206,67.3,40.8,0.9715,66.3285,39.7905,1.70259425082297,1.19813145731451
at46,2',22-23',c,152,>0&<200,0.86449403,2.136277206,73.5,40.9,0.9715,72.5285,39.8905,2.0939509819263,0.8140647218336
at46,2',22-23',a,152,>10&<200,0.86449403,2.136277206,36,20.8,0.9715,35.0285,19.7905,0.977621945664345,0.465104637989914
at46,2',22-23',b,152,>10&<200,0.86449403,2.136277206,22.1,14.1,0.9715,21.1285,13.0905,0.51569268928009,0.43860418767229
at46,2',22-23',c,152,>10&<200,0.86449403,2.136277206,35.1,19.8,0.9715,34.1285,18.7905,0.984037629780794,0.385788997649305
at46,6',21-22-23',a,152,>0&<200,0.86449403,2.136277206,62.7,34.4,0.981,61.719,33.365,1.81910307437766,0.613203965041469
at46,6',21-22-23',b,152,>0&<200,0.86449403,2.136277206,64.7,35.8,0.981,63.719,34.765,1.85759717907635,0.676769799056607
at46,6',21-22-23',c,152,>0&<200,0.86449403,2.136277206,67.8,36.7,0.981,66.819,35.665,1.99874222963821,0.601234709096497
at46,6',21-22-23',a,152,>10&<200,0.86449403,2.136277206,21.4,14.2,0.981,20.419,13.165,0.465393725807137,0.494334197883943
at46,6',21-22-23',b,152,>10&<200,0.86449403,2.136277206,33.1,16.5,0.981,32.119,15.465,1.06846803275325,0.0589297902534017
at46,6',21-22-23',c,152,>10&<200,0.86449403,2.136277206,31.6,16,0.981,30.619,14.965,1.00431119158877,0.0866366533058011
at46,13',16-17',a,152,>0&<200,0.86449403,2.136277206,65.3,39,0.9755,64.3245,38.0525,1.68552853107322,1.08849705314667
at46,13',16-17',b,152,>0&<200,0.86449403,2.136277206,74.4,42.6,0.9755,73.4245,41.6525,2.03839115747786,0.998074269149012
at46,13',16-17',c,152,>0&<200,0.86449403,2.136277206,66.2,37.4,0.9755,65.2245,36.4525,1.84592063398442,0.811465020276813
at46,13',16-17',a,152,>10&<200,0.86449403,2.136277206,47.9,24.1,0.9755,46.9245,23.1525,1.52513642816202,0.162679808317871
at46,13',16-17',b,152,>10&<200,0.86449403,2.136277206,41.9,21,0.9755,40.9245,20.0525,1.33908158878503,0.122744783399964
at46,13',16-17',c,152,>10&<200,0.86449403,2.136277206,46.5,23.3,0.9755,45.5245,22.3525,1.48664232346333,0.142853948037231
at46,13',22-23',a,152,>0&<200,0.86449403,2.136277206,74.8,44.3,0.9755,73.8245,43.3525,1.95498726396403,1.20540808824391
at46,13',22-23',b,152,>0&<200,0.86449403,2.136277206,77.4,44.4,0.9755,76.4245,43.4525,2.11537936687523,1.05230598095512
at46,13',22-23',c,152,>0&<200,0.86449403,2.136277206,74.9,43.4,0.9755,73.9245,42.4525,2.01914410512851,1.07564128647768
at46,13',22-23',a,152,>10&<200,0.86449403,2.136277206,40.3,21.4,0.9755,39.3245,20.4525,1.21076790645607,0.280218448218588
at46,13',22-23',b,152,>10&<200,0.86449403,2.136277206,50.2,25.7,0.9755,49.2245,24.7525,1.57004621697715,0.234409949461392
at46,13',22-23',c,152,>10&<200,0.86449403,2.136277206,47.7,24,0.9755,46.7245,23.0525,1.51872074404557,0.161805496811903
at46,7',11-12',a,152,>0&<200,0.86449403,2.136277206,45.2,27.7,1.005,44.195,26.6,1.12883962028902,0.810299215273659
at46,7',11-12',b,152,>0&<200,0.86449403,2.136277206,41.8,31.5,1.005,40.795,30.4,0.666910363904769,1.54924830530973
at46,7',11-12',c,152,>0&<200,0.86449403,2.136277206,47.8,29.3,1.005,46.795,28.2,1.1929964614535,0.862782304067838
at46,7',11-12',a,152,>10&<200,0.86449403,2.136277206,25.1,13.4,1.005,24.095,12.3,0.756729941535041,0.13993952002214
at46,7',11-12',b,152,>10&<200,0.86449403,2.136277206,20.9,12.2,1.005,19.895,11.1,0.564259418041601,0.244930096046587
at46,7',11-12',c,152,>10&<200,0.86449403,2.136277206,22.9,13.3,1.005,21.895,12.2,0.622000575089633,0.267378890845132
at46,7',16-17',a,152,>0&<200,0.86449403,2.136277206,39.4,24,1.005,38.395,22.9,0.994110253843617,0.675298743689671
at46,7',16-17',b,152,>0&<200,0.86449403,2.136277206,41.2,25,1.005,40.195,23.9,1.0454357267752,0.696873226982248
at46,7',16-17',c,152,>0&<200,0.86449403,2.136277206,41,24.6,1.005,39.995,23.5,1.0582670950081,0.654881876259688
at46,7',16-17',a,152,>10&<200,0.86449403,2.136277206,21,11.5,1.005,19.995,10.4,0.615584890973185,0.14257465375809
at46,7',16-17',b,152,>10&<200,0.86449403,2.136277206,19.6,10.6,1.005,18.595,9.5,0.583506470390945,0.109043113738585
at46,7',16-17',c,152,>10&<200,0.86449403,2.136277206,19.8,10.6,1.005,18.795,9.5,0.596337838623841,0.0962117455056889
at46,7',22-23',a,152,>0&<200,0.86449403,2.136277206,43.9,25.3,1.005,42.895,24.2,1.19941214556995,0.564766795054745
at46,7',22-23',b,152,>0&<200,0.86449403,2.136277206,43.9,25.2,1.005,42.895,24.1,1.2058278296864,0.551061115315881
at46,7',22-23',c,152,>0&<200,0.86449403,2.136277206,44,27.6,1.005,42.995,26.5,1.0582670950081,0.873581744932172
at46,7',22-23',a,152,>10&<200,0.86449403,2.136277206,21.4,11,1.005,20.395,9.9,0.673326048021217,0.0483835185979774
at46,7',22-23',b,152,>10&<200,0.86449403,2.136277206,21.6,11.9,1.005,20.595,10.8,0.628416259206081,0.158903268014858
at46,7',22-23',c,152,>10&<200,0.86449403,2.136277206,20.3,11.1,1.005,19.295,10,0.596337838623841,0.132661723617769
ar66b,1',10-11-12-13',a,152,>0&<200,0.864,2.136,62.5,36.7,1.012,61.488,35.66,1.65628511786509,0.9415045916086
ar66b,1',10-11-12-13',b,152,>0&<200,0.864,2.136,60.3,37.4,1.012,59.288,36.36,1.47031536249073,1.17846853645664
ar66b,1',10-11-12-13',c,152,>0&<200,0.864,2.136,61.8,36.4,1.012,60.788,35.36,1.6306341171238,0.94530093971831
ar66b,1',10-11-12-13',a,152,>10&<200,0.864,2.136,30.1,17.3,1.012,29.088,16.26,0.822627593773165,0.361894578858414
ar66b,1',10-11-12-13',b,152,>10&<200,0.864,2.136,32.4,18.2,1.012,31.388,17.16,0.91240609636768,0.337680034158637
ar66b,1',10-11-12-13',c,152,>10&<200,0.864,2.136,17,9.82,1.012,15.988,8.78,0.462231033358043,0.177381800326168
ar66b,3',14-15-16',a,152,>0&<200,0.864,2.136,70.2,39,1.03,69.17,37.96,2.00141933283914,0.763922713476649
ar66b,3',14-15-16',b,152,>0&<200,0.864,2.136,67.6,37.5,1.03,66.57,36.46,1.93087908080059,0.725189702357303
ar66b,3',14-15-16',c,152,>0&<200,0.864,2.136,67.6,38.1,1.03,66.57,37.06,1.89240257968866,0.807375508732395
ar66b,3',14-15-16',a,152,>10&<200,0.864,2.136,18.9,9.95,1.03,17.87,8.91,0.574582416604892,0.0745007665530025
ar66b,3',14-15-16',b,152,>10&<200,0.864,2.136,16.9,8.88,1.03,15.87,7.84,0.514943839881393,0.0561910822238698
ar66b,3',14-15-16',c,152,>10&<200,0.864,2.136,19.8,10.2,1.03,18.77,9.16,0.616265292809488,0.0510301008747221
ar66b,22',16-17-18',a,152,>0&<200,0.864,2.136,95,51.1,1.005,93.995,50.06,2.81744179392142,0.82937124186805
ar66b,22',16-17-18',b,152,>0&<200,0.864,2.136,97.5,53.3,1.005,96.495,52.26,2.83668004447739,0.970400443943662
ar66b,22',16-17-18',c,152,>0&<200,0.864,2.136,94.8,53.3,1.005,93.795,52.26,2.66353578947368,1.14354469894737
ar66b,22',16-17-18',a,152,>10&<200,0.864,2.136,24.2,13.7,1.005,23.195,12.66,0.675583232023721,0.246683109028911
ar66b,22',16-17-18',b,152,>10&<200,0.864,2.136,20.6,11.8,1.005,19.595,10.76,0.566566478873239,0.217287062179392
ar66b,22',16-17-18',c,152,>10&<200,0.864,2.136,22.8,12.7,1.005,21.795,11.66,0.649932231282431,0.199485267664937
ar66b,19',22-23-24',a,152,>0&<200,0.864,2.136,113,62.6,1.0035,111.9965,61.58,3.2330841971831,1.25294749965901
ar66b,19',22-23-24',b,152,>0&<200,0.864,2.136,110,61,1.0035,108.9965,59.98,3.14330569458858,1.2261678548851
ar66b,19',22-23-24',c,152,>0&<200,0.864,2.136,112,61.6,1.0035,110.9965,60.58,3.2330841971831,1.18009865755374
ar66b,19',22-23-24',a,152,>10&<200,0.864,2.136,50.2,25.1,1.0035,49.1965,24.08,1.61065840029652,0.143541717598221
ar66b,19',22-23-24',b,152,>10&<200,0.864,2.136,46.7,24,1.0035,45.6965,22.98,1.45675239584878,0.217313995730171
ar66b,19',22-23-24',c,152,>10&<200,0.864,2.136,16.3,8.83,1.0035,15.2965,7.81,0.480090542624166,0.0888589142179394
ar66b,20',20-21-22',a,152,>0&<200,0.864,2.136,195,103,1.025,193.975,101.93,5.90261590808006,1.52286656770942
ar66b,20',20-21-22',b,152,>0&<200,0.864,2.136,189,102,1.025,187.975,100.93,5.58197839881394,1.77065523487028
ar66b,20',20-21-22',c,152,>0&<200,0.864,2.136,184,100,1.025,182.975,98.93,5.38959589325426,1.81734005621942
ar66b,20',20-21-22',a,152,>10&<200,0.864,2.136,116,58.7,1.025,114.975,57.63,3.67739159377316,0.520887176753152
ar66b,20',20-21-22',b,152,>10&<200,0.864,2.136,112,57.5,1.025,110.975,56.43,3.49783458858414,0.613025571415864
ar66b,20',20-21-22',c,152,>10&<200,0.864,2.136,114,56,1.025,112.975,54.93,3.72228084507042,0.279306051771684
ar66b,15',22-23-24',a,152,>0&<200,0.864,2.136,136,74.3,1.005,134.995,73.28,3.95762877687176,1.38073437260193
ar66b,15',22-23-24',b,152,>0&<200,0.864,2.136,126,69.4,1.005,124.995,68.38,3.63057851742031,1.35082530573759
ar66b,15',22-23-24',c,152,>0&<200,0.864,2.136,127,67.5,1.005,125.995,66.48,3.81654827279466,1.02644275036323
ar66b,15',22-23-24',a,152,>10&<200,0.864,2.136,67.8,34.2,1.005,66.795,33.18,2.15564597479615,0.261478606256487
ar66b,15',22-23-24',b,152,>10&<200,0.864,2.136,71.2,35.8,1.005,70.195,34.78,2.27107547813195,0.262607250289102
ar66b,15',22-23-24',c,152,>10&<200,0.864,2.136,60,30.8,1.005,58.995,29.78,1.87348496664196,0.29595355125278
ar66b,6',22-23-24',a,152,>0&<200,0.864,2.136,48.4,28.2,0.966,47.434,27.18,1.29883842253521,0.681193105885842
ar66b,6',22-23-24',b,152,>0&<200,0.864,2.136,45.7,26,0.966,44.734,24.98,1.2667746716086,0.552989404180875
ar66b,6',22-23-24',c,152,>0&<200,0.864,2.136,46.6,26.8,0.966,45.634,25.78,1.27318742179392,0.604855727679763
ar66b,6',22-23-24',a,152,>10&<200,0.864,2.136,21.2,11.4,0.966,20.234,10.38,0.631912403261675,0.124258577790957
ar66b,6',22-23-24',b,152,>10&<200,0.864,2.136,21.2,11.3,0.966,20.234,10.28,0.638325153446998,0.110560943395108
ar66b,6',22-23-24',c,152,>10&<200,0.864,2.136,18.4,9.78,0.966,17.434,8.76,0.55624195107487,0.0819139057672351
ar66b,8',21-22-23',a,152,>0&<200,0.864,2.136,95,49.8,1.025,93.975,48.765,2.89920435878428,0.653269426478874
ar66b,8',21-22-23',b,152,>0&<200,0.864,2.136,91.2,50.9,1.025,90.175,49.865,2.58497959970348,1.04762791187546
ar66b,8',21-22-23',c,152,>0&<200,0.864,2.136,89,49.6,1.025,87.975,48.565,2.52726484803558,1.01063916880653
ar66b,8',21-22-23',a,152,>10&<200,0.864,2.136,50.5,26.2,1.025,49.475,25.165,1.55893957005189,0.274301541527057
ar66b,8',21-22-23',b,152,>10&<200,0.864,2.136,54.9,27.6,1.025,53.875,26.565,1.75132207561156,0.183907414914752
ar66b,8',21-22-23',c,152,>10&<200,0.864,2.136,55.3,28,1.025,54.275,26.965,1.75132207561156,0.213046951756857
en687,1',19-20-21-22',a,152,>0&<200,0.776503022,2.22867365,38.9,21.8,1.06,37.84,20.74,0.950729252952417,0.466062574764697
en687,1',19-20-21-22',b,152,>0&<200,0.776503022,2.22867365,24.1,25.1,1.06,23.04,24.04,-0.0555982019270419,1.6978197804381
en687,1',19-20-21-22',c,152,>0&<200,0.776503022,2.22867365,39.8,24.4,1.06,38.74,23.34,0.856212309676446,0.738190836848021
en687,1',19-20-21-22',a,152,>10&<200,0.776503022,2.22867365,5.77,3.33,1.06,4.71,2.27,0.135659612701982,0.0194087310259757
en687,1',19-20-21-22',b,152,>10&<200,0.776503022,2.22867365,4.03,2.55,1.06,2.97,1.49,0.0822853388520221,0.01949960923373
en687,1',19-20-21-22',c,152,>10&<200,0.776503022,2.22867365,5.71,3.35,1.06,4.65,2.29,0.131211756547819,0.0252228280940417
en687,2',19-20-21-22',a,152,>0&<200,0.776503022,2.22867365,25.8,17,1.06,24.74,15.96,0.488152212919428,0.602108036374937
en687,2',19-20-21-22',b,152,>0&<200,0.776503022,2.22867365,20.5,12.3,1.06,19.44,11.26,0.454793291763203,0.314400342764025
en687,2',19-20-21-22',c,152,>0&<200,0.776503022,2.22867365,27.5,19.7,1.06,26.44,18.66,0.432554010992386,0.842148761678845
en687,2',19-20-21-22',a,152,>10&<200,0.776503022,2.22867365,3.79,2.6,1.06,2.73,1.56,0.0650498962546391,0.0415168950297726
en687,2',19-20-21-22',b,152,>10&<200,0.776503022,2.22867365,4.49,2.9,1.06,3.43,1.86,0.0872891770254559,0.0397712279674965
en687,2',19-20-21-22',c,152,>10&<200,0.776503022,2.22867365,3.77,2.53,1.06,2.71,1.49,0.0678298063509912,0.033955141734761
en687,5',22-23-24',a,152,>0&<200,0.776503022,2.22867365,26.7,13.5,1.05,25.65,12.47,0.732784301398413,0.119066908419929
en687,5',22-23-24',b,152,>0&<200,0.776503022,2.22867365,25,13.7,1.05,23.95,12.67,0.627147717737033,0.238365901220336
en687,5',22-23-24',c,152,>0&<200,0.776503022,2.22867365,24.8,13.8,1.05,23.75,12.77,0.610468257158921,0.261876566367962
en687,5',22-23-24',a,152,>10&<200,0.776503022,2.22867365,4.85,3.07,1.05,3.8,2.04,0.0978528353915938,0.041503737826483
en687,5',22-23-24',b,152,>10&<200,0.776503022,2.22867365,4.35,2.72,1.05,3.3,1.69,0.0895131051025375,0.0259342521222418
en687,5',22-23-24',c,152,>10&<200,0.776503022,2.22867365,4.45,2.75,1.05,3.4,1.72,0.0934049792374305,0.0240917393582029
en687,5',10-11-12',a,152,>0&<200,0.776503022,2.22867365,76.1,44.1,1.05,75.05,43.07,1.7780304976268,1.16416931046269
en687,5',10-11-12',b,152,>0&<200,0.776503022,2.22867365,75.4,44.3,1.05,74.35,43.27,1.72799211589246,1.22787010133606
en687,5',10-11-12',c,152,>0&<200,0.776503022,2.22867365,78.1,44.1,1.05,77.05,43.07,1.88922690148089,1.05297290660861
en687,5',10-11-12',a,152,>10&<200,0.776503022,2.22867365,17.3,10.3,1.05,16.25,9.27,0.388075449450753,0.245177214143155
en687,5',10-11-12',b,152,>10&<200,0.776503022,2.22867365,17.8,9.72,1.05,16.75,8.69,0.448121507531958,0.145510169558771
en687,5',10-11-12',c,152,>10&<200,0.776503022,2.22867365,17.5,9.38,1.05,16.45,8.35,0.45034543560904,0.120060145945343
en687,18',13-14',a,152,>0&<200,0.776503022,2.22867365,33.1,20.1,1.045,32.055,19.07,0.72194265202264,0.580768059383597
en687,18',13-14',b,152,>0&<200,0.776503022,2.22867365,33.8,20.5,1.045,32.755,19.47,0.738622112600752,0.591413417083539
en687,18',13-14',c,152,>0&<200,0.776503022,2.22867365,34.4,21.1,1.045,33.355,20.07,0.738622112600752,0.632400644500621
en687,18',13-14',a,152,>10&<200,0.776503022,2.22867365,3.06,2.27,1.045,2.015,1.24,0.0430886064934575,0.0416183301685107
en687,18',13-14',b,152,>10&<200,0.776503022,2.22867365,2.98,2.26,1.045,1.935,1.23,0.0391967323585646,0.0448270838464523
en687,18',13-14',c,152,>10&<200,0.776503022,2.22867365,2.83,2.13,1.045,1.785,1.1,0.0380847683200237,0.0370584819446255
en687,18',23-24',a,152,>0&<200,0.776503022,2.22867365,10.3,6.43,1.045,9.255,5.4,0.214331068428747,0.154553978324986
en687,18',23-24',b,152,>0&<200,0.776503022,2.22867365,10.8,6.86,1.045,9.755,5.83,0.21822294256364,0.180036283839001
en687,18',23-24',c,152,>0&<200,0.776503022,2.22867365,10.2,6.5,1.045,9.155,5.47,0.20487937410115,0.168787515851243
en687,18',23-24',a,152,>10&<200,0.776503022,2.22867365,2.07,1.73,1.045,1.025,0.7,0.0180694156262886,0.0297490163603063
en687,18',23-24',b,152,>10&<200,0.776503022,2.22867365,1.95,1.54,1.045,0.905,0.51,0.0219612897611816,0.0128778535433376
en687,18',23-24',c,152,>10&<200,0.776503022,2.22867365,1.91,1.6,1.045,0.865,0.57,0.0164014695684774,0.02253639647775
en687,16',22-23',a,152,>0&<200,0.776503022,2.22867365,15.4,10.1,1.07,14.33,9.095,0.291056587088065,0.330241468509194
en687,16',22-23',b,152,>0&<200,0.776503022,2.22867365,15.4,10.3,1.07,14.33,9.295,0.279936946702656,0.35502351803363
en687,16',22-23',c,152,>0&<200,0.776503022,2.22867365,15.7,10.1,1.07,14.63,9.095,0.307736047666177,0.313562007931082
en687,16',22-23',a,152,>10&<200,0.776503022,2.22867365,3.51,2.43,1.07,2.44,1.425,0.0564321749559475,0.0409124901596208
en687,16',22-23',b,152,>10&<200,0.776503022,2.22867365,3.63,2.6,1.07,2.56,1.595,0.0536522648595954,0.055305448024146
en687,16',22-23',c,152,>10&<200,0.776503022,2.22867365,3.31,2.41,1.07,2.24,1.405,0.04642449860908,0.0495539255925856
en687,16',16-17',a,152,>0&<200,0.776503022,2.22867365,39,25.7,1.07,37.93,24.695,0.7358422025044,0.951123765936975
en687,16',16-17',b,152,>0&<200,0.776503022,2.22867365,38.9,25.3,1.07,37.83,24.295,0.752521663082512,0.907119487080808
en687,16',16-17',c,152,>0&<200,0.776503022,2.22867365,38.7,25.1,1.07,37.63,24.095,0.752521663082513,0.893457077941781
en687,16',16-17',a,152,>10&<200,0.776503022,2.22867365,5.42,3.3,1.07,4.35,2.295,0.114254304960071,0.0425218399102652
en687,16',16-17',b,152,>10&<200,0.776503022,2.22867365,5.53,3.46,1.07,4.46,2.455,0.111474394863719,0.056231677317839
en687,16',16-17',c,152,>10&<200,0.776503022,2.22867365,4.54,2.9,1.07,3.47,1.895,0.087567168035091,0.041884158557191
en687,7',10-11',a,152,>0&<200,0.776503022,2.22867365,118,69.32,1.045,116.955,68.285,2.70596448778913,1.95872355250321
en687,7',10-11',b,152,>0&<200,0.776503022,2.22867365,116,68.8,1.045,114.955,67.765,2.62367914893711,2.00548662759376
en687,7',10-11',c,152,>0&<200,0.776503022,2.22867365,115,69.4,1.045,113.955,68.365,2.53472202585384,2.13543097809411
en687,7',10-11',a,152,>10&<200,0.776503022,2.22867365,10.7,6.36,1.045,9.655,5.325,0.240740214344092,0.123021428982506
en687,7',10-11',b,152,>10&<200,0.776503022,2.22867365,10.4,6.2,1.045,9.355,5.165,0.232956466074306,0.11987524994107
en687,7',10-11',c,152,>10&<200,0.776503022,2.22867365,10.1,6.06,1.045,9.055,5.025,0.224060753765979,0.119207275852078
en687,7',21-22',a,152,>0&<200,0.776503022,2.22867365,7.45,4.85,1.045,6.405,3.815,0.143999342991039,0.116611111335904
